SURVEY_NAME,BIRTHDATE,SEX,GENDER,Q1,Q1_YES,Q1_OTHER,ADDRESS,FAMILY_INCOME,Q2,SCHOOL,SCHOOL_TYPE,ACADEMIC_STATUS,COURSE,Q3,Q3_OTHER,Q4,Q5,Q6,Q6_OTHER,Q7,Q8,Q8_OTHER,Q9,Q9_OTHER,Q3_Free Higher Education (FHE),Q3_Tertiary Education Subsidy (TES),Q6_My family socioeconomic status,Q6_My enrollment in state/government school,Q6_The type of course I am enrolled in,Q6_Others,Q9_Uniform,Q9_Books and other school materials,Q9_Subsidy for school activities,Q9_Others,AGE
Student Survey Entry,2000,Male,Prefer not to say,No,,,"Sorsogon,Gubat","Less than 25,000",Yes,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Irregular,Information Technology Education,,,Yes,6,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,1.0,,,,,1.0,,,23
Student Survey Entry,2000,Male,LGBTQIA+,No,,,"Sorsogon,Matnog","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,1,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,1.0,1.0,,,,1.0,,,23
Student Survey Entry,2001,Female,Woman,No,,,"Sorsogon,Magallanes","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,3,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,1.0,1.0,1.0,,,1.0,,,22
Student Survey Entry,2001,Female,Woman,No,,,"Sorsogon,Magallanes","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,3,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,1.0,1.0,1.0,,,1.0,,,22
Student Survey Entry,2001,Female,Woman,No,,,"Sorsogon,Magallanes","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,No,6,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,1.0,,,,,1.0,,,22
Student Survey Entry,2000,Female,Woman,No,,,"Sorsogon,","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,8,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,,1.0,1.0,,,,,1.0,,23
Student Survey Entry,2000,Female,Woman,No,,,"Sorsogon,Bulan","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,No,6,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,1.0,,,,,1.0,,,23
Student Survey Entry,2000,Female,Woman,No,,,"Sorsogon,Bulan","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,5,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,,1.0,1.0,,,,,1.0,,23
Student Survey Entry,2002,Female,Woman,No,,,"Sorsogon,Bulan","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,5,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,Uniform,,,,1.0,,,,1.0,,,,21
Student Survey Entry,2001,Female,Woman,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,5,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,1.0,1.0,1.0,,,1.0,,,22
Student Survey Entry,2000,Female,Woman,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,5,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,No,My parents or my other relatives will support it,,Books and other school materials,,,,1.0,1.0,1.0,,,1.0,,,23
Student Survey Entry,2000,Male,LGBTQIA+,No,,,"Sorsogon,Matnog","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,1,"My family socioeconomic status"",""My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,0.0,0.0,,,,1.0,,,23
Student Survey Entry,2000,Female,Woman,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,5,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,No,My parents or my other relatives will support it,,Books and other school materials,,,,1.0,1.0,1.0,,,1.0,,,23
Student Survey Entry,2000,Female,Woman,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,5,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,No,My parents or my other relatives will support it,,Books and other school materials,,,,1.0,1.0,1.0,,,1.0,,,23
Student Survey Entry,1999,Male,Man,No,,,"Sorsogon,Matnog","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Irregular,Information Technology Education,,,Yes,6,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,Yes,I will work part time to support it,,Books and other school materials,,,,1.0,1.0,1.0,,,1.0,,,24
Student Survey Entry,2002,Male,Man,No,,,"Sorsogon,Bulan","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,6,"My enrollment in state/government school,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,,1.0,1.0,,,1.0,,,21
Student Survey Entry,2002,Male,Man,No,,,"Sorsogon,Magallanes","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,10,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,Uniform,,,,1.0,,,,1.0,,,,21
Student Survey Entry,2001,Male,Man,No,,,"Sorsogon,Matnog","25,000 – 49,999",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Science and Mathematics,,,Yes,5,My family socioeconomic status,,Yes,I will work part time to support it,,Subsidy for school activities,,,,1.0,,,,,,1.0,,22
Student Survey Entry,2000,Male,LGBTQIA+,No,,,"Sorsogon,Matnog","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,1,"My family socioeconomic status"",""My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,0.0,0.0,,,,1.0,,,23
Student Survey Entry,2000,Female,Woman,No,,,"Sorsogon,Bulan","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,6,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,1.0,,,,,1.0,,,23
Student Survey Entry,2000,Female,Woman,No,,,"Sorsogon,Bulan","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,5,"My family socioeconomic status"",""My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,,0.0,0.0,,,,,1.0,,23
Student Survey Entry,2001,Male,Man,No,,,"Sorsogon,Bulan","25,000 – 49,999",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Science and Mathematics,,,Yes,4,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,1.0,,,,,1.0,,,22
Student Survey Entry,2003,Female,Woman,No,,,"Sorsogon,Santa Magdalena","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Science and Mathematics,,,Yes,4,The type of course I am enrolled in,,Yes,I will work part time to support it,,Books and other school materials,,,,,,1.0,,,1.0,,,20
Student Survey Entry,1999,Male,LGBTQIA+,No,,,"Sorsogon,Bulan","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,6,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,,1.0,,,,,,1.0,,24
Student Survey Entry,2002,Male,Man,No,,,"Sorsogon,Prieto Diaz","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Science and Mathematics,,,Yes,2,The type of course I am enrolled in,,Yes,My parents or my other relatives will support it,,Uniform,,,,,,1.0,,1.0,,,,21
Student Survey Entry,2000,Male,Man,No,,,"Sorsogon,Bulan","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,10,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,No,I will work part time to support it,,Books and other school materials,,,,1.0,1.0,1.0,,,1.0,,,23
Student Survey Entry,2001,Female,Woman,Yes,,,"Sorsogon,Bulan","Less than 25,000",Yes,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,3,"My family socioeconomic status"",""My enrollment in state/government school"",""The type of course I am enrolled in",,Yes,I will work part time to support it,,Subsidy for school activities,,,,0.0,0.0,0.0,,,,1.0,,22
Student Survey Entry,2002,Male,Man,No,,,"Sorsogon,Bulan","25,000 – 49,999",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,No,2,"My enrollment in state/government school"",""The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,,0.0,0.0,,,1.0,,,21
Student Survey Entry,2002,Male,Man,No,,,"Sorsogon,Bulan","Less than 25,000",Yes,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Irregular,Information Technology Education,,,Yes,2,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,Yes,I will work part time to support it,,Subsidy for school activities,monthly allowance,,,1.0,1.0,1.0,,,,1.0,,21
Student Survey Entry,2002,Male,Woman,No,,,"Sorsogon,Gubat","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Irregular,Information Technology Education,,,Yes,2,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,Yes,I will work part time to support it,,Subsidy for school activities,monthly allowance,,,1.0,1.0,1.0,,,,1.0,,21
Student Survey Entry,2002,Male,Man,No,,,"Sorsogon,Santa Magdalena","25,000 – 49,999",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,2,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in,Others, please specify",,Yes,My parents or my other relatives will support it,,"Others, please specify",Daily Expenses.,,,1.0,1.0,1.0,1.0,,,,1.0,21
Student Survey Entry,2001,Male,Man,No,,,"Sorsogon,Bulan","25,000 – 49,999",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,10,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,I will Work part time and my parents will support me too,Subsidy for school activities,,,,,1.0,,,,,1.0,,22
Student Survey Entry,2000,Female,Man,No,,,"Sorsogon,Bulan","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,10,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,Uniform,,,,1.0,,,,1.0,,,,23
Student Survey Entry,2000,Female,Woman,No,,,"Sorsogon,","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,8,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,,1.0,1.0,,,,,1.0,,23
Student Survey Entry,2002,Female,Woman,No,,,"Sorsogon,Bulan","Less than 25,000",No,Sorsogon State University-Bulan Campus,"State University and Colleges (SUC)"",""Local University and Colleges (LUC)",Regular,Information Technology Education,,,Yes,7,The type of course I am enrolled in,,Yes,I will work part time to support it,,Uniform,,,,,,1.0,,1.0,,,,21
Student Survey Entry,2000,Male,Man,No,,,"Sorsogon,Gubat","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,No,5,The type of course I am enrolled in,,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,,,,1.0,,,,1.0,,23
Student Survey Entry,1999,Male,Man,No,,,"Sorsogon,Magallanes","25,000 – 49,999",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,No,5,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,"Others, please specify",allowance and for boarding house payment ,,,1.0,,,,,,,1.0,24
Student Survey Entry,2001,Female,LGBTQIA+,No,,,"Sorsogon,Bulan","Less than 25,000",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,7,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,,1.0,1.0,,,,,1.0,,22
Student Survey Entry,2001,Male,Man,No,,,"Sorsogon,Bulan","50,000 – 74,999",No,Sorsogon State University-Bulan Campus,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,4,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,,1.0,1.0,,,,,1.0,,22
