SURVEY_NAME,BIRTHDATE,SEX,GENDER,Q1,Q1_YES,Q1_OTHER,ADDRESS,FAMILY_INCOME,Q2,SCHOOL,SCHOOL_TYPE,COURSE,STUDY_YEARS,Q3,Q3_OTHER,Q4,Q4_YES,Q5,Q5_OTHER,Q6,Q7,Q8,Q9,Q9_YES,Q10,Q11,Q12,Q13,Q14,Q14_OTHER,Q5_International employment,Q5_Establish own business,Q5_Others,Q5_Obtain scholarship for graduate school,Q5_local employment (within),Q5_local employment (outside),Q14_Free Higher Education (FHE),Q14_Tertiary Education Subsidy (TES),AGE
Student Survey Exit,2000,Male,Man,No,,,"Sorsogon,Gubat","Less than 25,000",No,The Lewis College,Private Higher Institutions,Bachelor of Elementary Education ,2018,No,,No,,"Local employment, within the region only ",,8,8,It is very helpful to me as a student of The Lewis College to fulfill my tuition fee and other expenses. This is one of the reason that I survived my college life. I'm very thankful and blessed to be the one the beneficiaries of the UAQTE.,No,,A very big helpful when it comes in financial situation and other expenses in school matter.,,,A blessing and a very helpful as a student when it comes in school expenses.,,,,,,,1.0,,,,23.0
Student Survey Exit,1997,Female,Woman,No,,,"Sorsogon,Gubat","Less than 25,000",Yes,The Lewis College,Private Higher Institutions,BSBA Operations Management ,4,No,,Yes,Work in the country (public or private) for at least 2 years,"Local employment, outside of the region ",,9,10,It has been a great help,Yes,Fund release ,It is a great help,During examination week I need to secure my promisory note because we're still waiting for the fund and I need to process it almost every exam. ,I need to secure permit while reviewing for exams,"It has been a great help aside from releasing the fund late, I do understand it's maybe because it needs to go through some processes too. ",,,,,,,,1.0,,,26.0
Student Survey Exit,1999,Female,Woman,No,,,"Sorsogon,Barcelona","Less than 25,000",Yes,The Lewis College,Local Universities and Colleges (LUCs),Bachelor of Elementary Education,2015-2019,No,,Yes,Work in the country (public or private) for at least 2 years,"Local employment, outside of the region ",,8,9,I am very thankful to be one of the TES beneficiary because it helps me alot.,Yes,,"This program is very helpful,  because when I graduated I had a chance to enroll in a review center and I did not worry with my expenses since I am one of the beneficiary.",None.,I did not experience any challenges. ,UAQTE is so far one of the great program.,,,,,,,,1.0,,,24.0
Student Survey Exit,2000,Male,Man,No,,,"Pangasinan,Rosales","Less than 25,000",No,University of the Cordilleras,Private Higher Institutions,CITCS - Bachelor of Science in Information Technology: Network and Security,4 years,No,,No,,"Others, please specify",Accenture offered a self-learning paced workshop that may help me to become their future employee.,8,8,I am grateful for being one of the beneficiaries of the UAQTE. It helps my parents especially me to support my education. Being one of the beneficiaries made me a lot more enthusiastic when it came to my class standings. It made me realize that I should do my best to prove that I am worthy of that title.,Yes,Maybe making an app or web for us beneficiaries to get updates regularly. Like us having a personal account to keep in touch with you.,"It helps my parents especially me to support my education. Because of that, I also aim to be one of the best students in our department.","One of the challenges I encounter is that I have to go to the office to give my grades and registration form. In addition, I didn't receive regular updates about the scholarship.",I have to get all my requirements ready before the deadline for me to process them efficiently.,It was a big help for us and we're very thankful for it.,,,,,1.0,,,,,,23.0
Student Survey Exit,1999,Male,Man,No,,,"Albay,City Of Tabaco","50,000 – 74,999",No,Bicol College,Private Higher Institutions,BS Information Technology,4,No,,Yes,Work in the region (public or private) for at least 2 years,"Local employment, within the region only ",,5,5,good,Yes,improved process for the beneficiaries,money for the tuition was allocated to the other important stuffs,late and delayed process of applications,patience,Best,,,,,,,1.0,,,,24.0
Student Survey Exit,1999,Female,Woman,No,,,"Sorsogon,Gubat","25,000 – 49,999",No,The Lewis College,Private Higher Institutions,Bachelor of Elementary Education. ,2018-2022,No,,No,,"Local employment, within the region only ",,8,9,"Being a beneficiaries of the UAQTE is such a big blessing. Before, my parents were always thinking were could they get money for my tuition since I studied in private school. Sometimes, I took promissorry notes just to get a permit for examination purposes. Everyday, we're dealing about financial problems since we're 4 siblings studying at the same time. This blessing really help us I secured my studies and now I graduated in Bachelor of Elementary Education and I'm proud to say that I'm one of the beneficiaries of the UAQTE. ",Yes,I think there should have a schedule per region. ,"Being one of the beneficiary of UAQTE is such a blessing for me and my family. UAQTE not only secure my  studies but it also help my siblings to continue their studies. I also bought cellphone and laptop which I used in online classes during the pandemic. Some of the money I got was use by my parents to buy fertilizer and other things use in the rice field. UAQTE help us to have a brighter future. Before were always thinking I could finish my studies but now with the help of UAQTE I graduated last June 26. And now waiting for the result of my LET exam and I hope, in God's will I could pass the exam. ",When the enrollment in our school started and the fund was not available at that time so we need to borrow some money for me to enroll. ,By borrowing some money ,"Well, I am so thankful that this program was implemented. There's a lot of student who benefit in this program. There's a lot of dreams that  gradually achieving. A lot of dreams broken but now continiously rebuilding. I hope there are more students/child who would be benefit of this program. I hope in the future there were no kids who are hesitating to pursue their dreams just because of financial problems.",,,,,,,1.0,,,,24.0
Student Survey Exit,2000,Male,Man,No,,,"Albay,Legazpi City (Capital)","75,000 – 99,999",No,Bicol University-Main,State Universities and Colleges (SUCs),Computer Science,4,No,,Yes,Work in the country (public or private) for at least 2 years,"Local employment, outside of the region ",,10,10,"As one of the beneficiaries of the UAQTE, it greatly helped ease the financial burden of tertiary education. My college life was seamless when it came to financial responsibilities. ",No,,It helped us save money for my college education expenses.,,,,,,,,,,,1.0,,,23.0
Student Survey Exit,2000,Male,Man,No,,,"Albay,Santo Domingo (Libog)","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),BS information Texhnology,4years,No,,No,,"Local employment, within the region only ",,5,10,it was helpful because it lessen our school expenses. Also it gives us an oppurtunity to study freely. Less financial problem,No,,because of my parents have low income the UAQTE lessen the school expenses.,No issues encountered because i follow properly the guide and rules.,just follow the rules and guides given.,Very helpful,,,,,,,1.0,,,,23.0
Student Survey Exit,2000,Female,Woman,No,,,"Albay,Malinao","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Meteorology ,2019-2023,No,,Yes,Work in the country (public or private) for at least 2 years,"Others, please specify",Local employment either within or outside the region,8,8,"Benefits: 
*Lesser financial responsibilities due to the free tuition 
*Able to pursue chosen degree
*I am able to invest in myself rather than stressing over school payments and tuition fees ",Yes,"Invest in infrastructure, facilities, and equipment, as well as provide adequate resources for faculty development and student support services. If preferable, provide trainings and seminars for faculty development to develop and enhance creative and effective teaching methods for the students. Also, improve accessibility and outreach by improving the government's efforts in ensuring that all eligible students, especially those from marginalized and disadvantaged backgrounds, are aware of and can access the benefits of the Free Higher Education. ","Universal access to quality education transforms families by empowering individuals, breaking the cycle of poverty, and creating a brighter future for all all through providing equal opportunities to various individuals regardless of their origins. ","Despite the free tuition, some school payments are sometimes still a bit too heavy for my family. ",By prioritizing which activities I could attend and giving up on others just so I can pay for some of the fees. ,It's good but there's still room for improvement. ,,,,,1.0,,,,,,23.0
Student Survey Exit,2001,Male,Prefer not to say,No,,,"Albay,Legazpi City (Capital)","Less than 25,000",No,Bicol University-Main,Local Universities and Colleges (LUCs),Bachelor of Science in Information Technology,4,No,,Yes,,"Others, please specify",to work,1,10,It's amazing. It's memorable. It's fun.,No,,less burden,pandemic,I just adopt with it,,,,,,1.0,,,,,,22.0
Student Survey Exit,1999,Female,Woman,No,,,"Camarines Norte,Jose Panganiban","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),"College of Science, Meteorology ",2019-2023,No,,No,,"Local employment, outside of the region ",,8,8,"Acquiring free tuition really helped me especially when it comes to financial needs. I only need to support my accomodation and allowance, and other miscellaneous expenses in school. It is a great help to my parents in supporting my education. ",Yes,"Give financial subsidy to other school expenses, since not all students are scholars of a certain government program.",A great help to support my education.,Financial challenges because the school allowance and living accommodation were still provided by my parents. They need to strive just to meet the needs and support my education. ,I learned to spend within the budget given to me. ,A great help but still needs to improve to support other needs of the student. ,,,,,,,,1.0,,,24.0
Student Survey Exit,2000,Female,Woman,No,,,"Sorsogon,Barcelona","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Meteorology,2019-2023,No,,No,,"Local employment, within the region only ",,8,7,I had the opportunity to choose any course available in university ,Yes,Provide allowances those who really need them.,We didn't have to worry about paying any tuition fees ,,,"It's a good program, it made education attainable for everyone.",,,,,,,1.0,,,,23.0
Student Survey Exit,2001,Male,Man,No,,,"Camarines Sur,Naga City","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),Bachelor of Science in Meteorology ,2019-2023,No,,Yes,,"Local employment, outside of the region ",,5,7,The benefits I received were very much helpful for someone who lives outside of my university's district. It helped lessen the costs that my parents would have shouldered.,Yes,The FHE is almost perfect. However TES must provide seminars per university instead of per district of the student's address as it is more convenient for students who travel to school.,It helped me persuade my parents to study my dream college program even if it required me to move out from our house.,"For TES, my university requires a lot of paperwork for renewal.",I just complied even if it costed me money.,"good, but can be improved.",,,,,,,,1.0,,,22.0
Student Survey Exit,2000,Male,Prefer not to say,No,,,"Camarines Sur,Pili (Capital)","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Meteorology,2019-2023,No,,No,,"Local employment, outside of the region ",,8,10,It made me focus on my studies,Yes,Widen its range,It gives ease on the financial matters of my family reducing my problems financialy,expenses on food and boarding,"through the help, support, and efforts of my family",brings larger opportunity to the Filipino People to take tertiary education,,,,,,,,1.0,,,23.0
Student Survey Exit,2000,Female,Woman,No,,,"Albay,Santo Domingo (Libog)","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Meteorology,2019-2023,No,,Yes,Work in the government for at least 2 years,"Local employment, within the region only ",,9,7,"Tye Universal Access to Free Education Act has been a huge help for me in pursuing my study on the tertiary level. The free tuition is of great help, because it allows me to study the course that I want to take without having huge expenses. It also put my family at ease because I could have an access to quality education without sending me to a private university. ",Yes,"1. Development of more resilient School facilities
2. Development of programs that could improve the School environment","It helps my family to spend less in sending me to college. It brings comfort and ease to my family, knowing that I could access a quality education for free. ",most likely during the pandemic. as we transition to online education. The lack of laptop and a reliable internet connection at the time had a significant impact on my study.,My scholarship has been of great help. The financial assistance really aids me in covering other study-related expenses. ,"The UAQTE's implementation has been highly significant. This enables all students, especially those who lack financial resources, to obtain a quality higher education. ",,,,,,,1.0,,,,23.0
